Num	GeneID	condition1-reversecomp	condition1	condition2-reversecomp	condition2	condition3-reversecomp	condition3	condition1-reversecomp(Normalized)	condition1(Normalized)	condition2-reversecomp(Normalized)	condition2(Normalized)	condition3-reversecomp(Normalized)	condition3(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
1812	SMa0461	0	0	0	0	0	0	0	0	0	0	0	0	245116	246318	SMa0243	+	1203	16262693	-	TRm3 transposase
1813	SMa0462	0	0	0	0	0	0	0	0	0	0	0	0	246386	248227	SMa0244	-	1842	16262694	-	hypothetical protein
1814	SMa0464	0	0	0	0	0	0	0	0	0	0	0	0	248442	251618	SMa0245	-	3177	16262695	cyaI2	guanylate cyclase
1815	SMa0466	0	0	0	0	0	0	0	0	0	0	0	0	252021	253625	SMa0246	+	1605	16262696	-	ABC transporter substrate-binding protein
1816	SMa0467	0	0	0	0	0	0	0	0	0	0	0	0	253863	254879	SMa0247	+	1017	16262697	-	ABC transporter permease
1817	SMa0469	0	0	0	0	0	0	0	0	0	0	0	0	254921	255718	SMa0248	+	798	193782572	-	ABC transporter permease
1818	SMa0470	0	0	0	0	0	0	0	0	0	0	0	0	255727	257562	SMa0249	+	1836	193782573	-	ABC transporter ATP-binding protein
1819	SMa0471	0	0	0	0	0	0	0	0	0	0	0	0	258225	258533	SMa0250	+	309	16262700	-	hypothetical protein
1820	SMa0473	0	0	0	0	0	0	0	0	0	0	0	0	258530	258823	SMa0251	+	294	16262701	-	hypothetical protein
1821	SMa0475	0	0	0	0	0	0	0	0	0	0	0	0	259012	259911	SMa0252	+	900	16262702	-	TRm17a transposase
1822	SMa0476	0	0	0	0	0	0	0	0	0	0	0	0	259996	260349	SMa0253	+	354	16262703	-	TRm17b transposase
1823	SMa0478	0	0	0	0	0	0	0	0	0	0	0	0	260764	261969	SMa0254	-	1206	16262704	-	formate dehydrogenase
1824	SMa5024	0	0	0	0	0	0	0	0	0	0	0	0	262378	262674	SMa0255	+	297	193782574	-	hypothetical protein
1825	SMa0483	0	0	0	0	0	0	0	0	0	0	0	0	263506	264432	SMa0256	-	927	16262707	-	Phosphatase
1826	SMa0485	0	0	0	0	0	0	0	0	0	0	0	0	264485	265939	SMa0257	-	1455	16262708	thrC2	threonine synthase
1827	SMa0486	0	0	0	0	0	0	0	0	0	0	0	0	266004	266954	SMa0258	-	951	16262709	-	ornithine cyclodeaminase
1828	SMa0489	0	0	0	0	0	0	0	0	0	0	0	0	267102	267869	SMa0259	-	768	16262710	-	ABC transporter ATP-binding protein
1829	SMa0492	0	0	0	0	0	0	0	0	0	0	0	0	267881	268564	SMa0260	-	684	16262711	-	ABC transporter permease
1830	SMa0493	0	0	0	0	0	0	0	0	0	0	0	0	268561	269259	SMa0261	-	699	16262712	-	ABC transporter permease
1831	SMa0495	0	0	0	0	0	0	0	0	0	0	0	0	269299	270117	SMa0262	-	819	16262713	-	ABC transporter substrate-binding protein
1832	SMa0496	0	0	0	0	0	0	0	0	0	0	0	0	270311	270979	SMa0263	+	669	16262714	-	hypothetical protein
1833	SMa0498	0	0	0	0	0	0	0	0	0	0	0	0	271057	271956	SMa0264	-	900	16262715	-	LysR family transcriptional regulator
1834	SMa0499	0	0	0	0	0	0	0	0	0	0	0	0	272059	272691	SMa0265	+	633	16262716	-	hypothetical protein
1835	SMa0501	0	0	0	0	0	0	0	0	0	0	0	0	272734	273420	SMa0266	+	687	16262717	-	ABC transporter permease
1836	SMa0503	0	0	0	0	0	0	0	0	0	0	0	0	273422	274078	SMa0267	+	657	16262718	-	ABC transporter permease
1837	SMa0506	0	0	0	0	0	0	0	0	0	0	0	0	274136	274933	SMa0268	+	798	16262719	-	ABC transporter periplasmic substrate-binding protein
1838	SMa0508	0	0	0	0	0	0	0	0	0	0	0	0	274983	275714	SMa0269	+	732	16262720	-	ABC transporter ATP-binding protein
1839	SMa0510	0	0	0	0	0	0	0	0	0	0	0	0	275787	276734	SMa0270	+	948	16262721	-	D-isomer specific 2-hydroxyacid dehydrogenase
1840	SMa0512	0	0	0	0	0	0	0	0	0	0	0	0	276745	277776	SMa0271	+	1032	16262722	idnD	IdnD L-idonate 5-dehydrogenase
1841	SMa0513	0	0	0	0	0	0	0	0	0	0	0	0	277846	278601	SMa0272	+	756	16262723	idnO1	gluconate 5-dehydrogenase
1842	SMa0514	0	0	0	0	0	0	0	0	0	0	0	0	278603	279121	SMa0273	+	519	16262724	idnK	gluconate kinase
1843	SMa0516	0	0	0	0	0	0	0	0	0	0	0	0	279118	280005	SMa0274	+	888	16262725	-	hypothetical protein
1844	SMa0518	0	0	0	0	0	0	0	0	0	0	0	0	280002	280334	SMa0275	+	333	16262726	-	hypothetical protein
1845	SMa0520	0	0	0	0	0	0	0	0	0	0	0	0	280693	281535	SMa0276	+	843	16262727	-	RpiR family transcriptional regulator
1846	SMa0522	0	0	0	0	0	0	0	0	0	0	0	0	281664	282392	SMa0277	+	729	16262728	-	ABC transporter substrate-binding protein
1847	SMa0523	0	0	0	0	0	0	0	0	0	0	0	0	282373	282777	SMa0278	+	405	16262729	-	ABC transporter substrate-binding protein
1848	SMa0525	0	0	0	0	0	0	0	0	0	0	0	0	282774	284579	SMa0279	+	1806	16262730	-	ABC transporter permease
1849	SMa0526	0	0	0	0	1	0	0	0	0	0	1	0	284576	285622	SMa0280	+	1047	16262731	-	maltose/trehalose ABC transporter
	SMa0526	0	0	0	0	1	0	0	0	0	0	1	0	285454			+
1850	SMa0527	0	0	0	0	0	0	0	0	0	0	0	0	285619	286218	SMa0281	+	600	16262732	-	phosphatase
1851	SMa5025	0	0	0	0	0	0	0	0	0	0	0	0	286919	287350	SMa0282	-	432	193782575	-	hypothetical protein
1852	SMa0535	0	0	0	0	0	0	0	0	0	0	0	0	287402	287641	SMa0283	-	240	193782576	-	hypothetical protein
1853	SMa0537	0	0	0	0	0	0	0	0	0	0	0	0	287923	288336	SMa0284	+	414	16262734	-	hypothetical protein
1854	SMa0538	0	0	0	0	0	0	0	0	0	0	0	0	288341	288703	SMa0285	+	363	16262735	-	hypothetical protein
1855	SMa0541	0	0	0	0	0	0	0	0	0	0	0	0	289833	290228	SMa0286	+	396	193782577	-	hypothetical protein
1856	SMa0543	0	0	0	0	0	0	0	0	0	0	0	0	290367	290957	SMa0287	+	591	16262737	-	hypothetical protein
1857	SMa0545	0	0	0	0	0	0	0	0	0	0	0	0	291198	291638	SMa0288	-	441	16262738	-	hypothetical protein
1858	SMa0548	0	0	0	0	0	0	0	0	0	0	0	0	291638	291877	SMa0289	-	240	16262739	-	hypothetical protein
1859	SMa0551	0	0	0	0	0	0	0	0	0	0	0	0	292217	293509	SMa0290	+	1293	193782578	-	N-ethylammeline chlorohydrolase
1860	SMa0552	0	0	0	0	0	0	0	0	0	0	0	0	293602	294093	SMa0291	+	492	193782579	-	cyclic amidohydrolase
1861	SMa0554	0	0	0	0	0	0	0	0	0	0	0	0	294071	294868	SMa0292	+	798	16262742	-	hypothetical protein
1862	SMa0557	0	0	0	0	0	0	0	0	0	0	0	0	295587	296474	SMa0293	-	888	16262743	-	LysR family transcriptional regulator
1863	SMa0558	0	0	0	0	0	0	0	0	0	0	0	0	296598	296990	SMa0294	+	393	193782580	-	hypothetical protein
1864	SMa0559	0	0	0	0	0	0	0	0	0	0	0	0	297048	297791	SMa0295	+	744	193782581	-	4-carboxymuconolactone decarboxylase
1865	SMa0561	0	0	0	0	0	0	0	0	0	0	0	0	297935	298318	SMa0296	+	384	16262746	-	hypothetical protein
1866	SMa0563	0	0	0	0	0	0	0	0	0	0	0	0	298329	299318	SMa0297	+	990	16262747	-	aldehyde or keto oxidase
1867	SMa0564	0	0	0	0	0	0	0	0	0	0	0	0	299384	300487	SMa0298	+	1104	193782582	-	dehydrogenase
1868	SMa5026	0	0	0	0	0	0	0	0	0	0	0	0	300571	301050	SMa0299	+	480	193782583	-	hypothetical protein
1869	SMa0567	0	0	0	0	0	0	0	0	0	0	0	0	301204	301761	SMa0300	+	558	16262750	-	hypothetical protein
1870	SMa0570	0	0	0	0	0	0	0	0	0	0	0	0	301877	303766	SMa0301	-	1890	16262751	cyaF4	CyaF4 adenylate cyclase
1871	SMa0572	0	0	0	0	0	0	0	0	0	0	0	0	304557	304880	SMa0302	+	324	16262752	-	hypothetical protein
1872	SMa0574	0	0	0	0	0	0	0	0	0	0	0	0	305128	305841	SMa0303	-	714	193782584	-	hypothetical protein
1873	SMa0575	0	0	0	0	0	0	0	0	0	0	0	0	305892	306179	SMa0304	+	288	193782585	-	hypothetical protein
1874	SMa0576	0	0	0	0	0	0	0	0	0	0	0	0	306248	307339	SMa0305	+	1092	16262755	-	Leu or Leu/Val/Ile transport binding protein
1875	SMa0579	0	0	0	0	0	0	0	0	0	0	0	0	307530	309989	SMa0306	+	2460	193782586	cyaN	guanylate cyclase
1876	SMa0581	0	0	0	0	0	0	0	0	0	0	0	0	310425	311225	SMa0307	-	801	16262758	nrtC	nitrate ABC transporter ATP-binding protein
1877	SMa0583	0	0	0	0	0	0	0	0	0	0	0	0	311239	312132	SMa0308	-	894	16262759	nrtB	nitrate ABC transporter permease
1878	SMa0585	0	0	0	0	0	0	0	0	0	0	0	0	312195	313487	SMa0309	-	1293	16262760	nrtA	nitrate ABC transporter substrate-binding protein
1879	SMa0590	0	0	0	0	0	0	0	0	0	0	0	0	314305	314763	SMa0310	+	459	16262761	-	hypothetical protein
1880	SMa0591	0	0	0	0	0	0	0	0	0	0	0	0	314792	314986	SMa0311	+	195	16262762	-	transposase, fragment
1881	SMa0592	0	0	0	0	0	0	0	0	0	0	0	0	315280	316452	SMa0312	+	1173	16262763	-	hypothetical protein
1882	SMa0594	0	0	0	0	0	0	0	0	0	0	0	0	316428	317459	SMa0313	+	1032	16262764	-	hypothetical protein
1883	SMa0599	0	0	0	0	0	0	0	0	0	0	0	0	318078	319409	SMa0314	-	1332	193782587	-	hypothetical protein
1884	SMa0601	0	0	0	0	0	0	0	0	0	0	0	0	319553	321799	SMa0315	-	2247	193782588	-	hypothetical protein
1885	SMa0604	0	0	0	0	0	0	0	0	0	0	0	0	322421	323233	SMa0316	+	813	193782589	-	hypothetical protein
1886	SMa0606	0	0	0	0	0	0	0	0	0	0	0	0	323230	323565	SMa0317	+	336	16262769	-	hypothetical protein
1887	SMa0607	0	0	0	0	0	0	0	0	0	0	0	0	323618	325168	SMa0318	+	1551	16262770	-	hypothetical protein
1888	SMa0609	0	0	0	0	0	0	0	0	0	0	0	0	325226	325801	SMa0319	+	576	16262771	-	hypothetical protein
1889	SMa0610	0	0	0	0	0	0	0	0	0	0	0	0	325807	326667	SMa0320	+	861	16262772	-	hypothetical protein
1890	SMa0612	0	0	0	0	0	0	0	0	0	0	0	0	326972	328627	SMa0321	+	1656	16262773	fixN3	cbb3-type cytochrome c oxidase subunit I
1891	SMa0615	0	0	0	0	0	0	0	0	0	0	0	0	328632	329384	SMa0322	+	753	16262774	fixO3	cbb3-type cytochrome c oxidase subunit II
1892	SMa0616	0	0	0	0	0	0	0	0	0	0	0	0	329407	329577	SMa0323	+	171	16262775	fixQ3	FixQ3 nitrogen fixation protein
1893	SMa0617	0	0	0	0	0	0	0	0	0	0	0	0	329568	330449	SMa0324	+	882	16262776	fixP3	FixP3 Diheme c-type cytochrome
1894	SMa0620	0	0	0	0	0	0	0	0	0	0	0	0	330668	331474	SMa0325	+	807	16262777	-	hypothetical protein
1895	SMa0621	0	0	0	0	0	0	0	0	0	0	0	0	331477	333744	SMa0326	+	2268	16262778	fixI2	FixI2 E1-E2 type cation ATPase
1896	SMa0622	0	0	0	0	0	0	0	0	0	0	0	0	333741	334001	SMa0327	+	261	16262779	fixS2	FixS2 nitrogen fixation protein
1897	SMa0625	0	0	0	0	0	0	0	0	0	0	0	0	334433	334594	SMa0328	+	162	16262780	-	hypothetical protein
1898	SMa0626	0	0	0	0	0	0	0	0	0	0	0	0	335117	336379	SMa0329	+	1263	16262781	-	hypothetical protein
1899	SMa0627	0	0	0	0	0	0	0	0	0	0	0	0	336766	337464	SMa0330	+	699	16262782	aqpZ2	aquaporin Z
1900	SMa0629	0	0	0	0	0	0	0	0	0	0	0	0	337732	338109	SMa0331	-	378	16262783	-	hypothetical protein
1901	SMa0630	0	0	0	0	0	0	0	0	0	0	0	0	338133	339704	SMa0332	-	1572	16262784	-	hypothetical protein
1902	SMa0631	0	0	0	0	0	0	0	0	0	0	0	0	339652	340218	SMa0333	-	567	16262785	-	hypothetical protein
1903	SMa0633	0	0	0	0	0	0	0	0	0	0	0	0	340397	340783	SMa0334	-	387	16262786	-	hypothetical protein
1904	SMa0636	0	0	0	0	0	0	0	0	0	0	0	0	341499	342152	SMa0335	+	654	16262787	-	hypothetical protein
1905	SMa0637	0	0	0	0	0	0	0	0	0	0	0	0	342592	342981	SMa0336	+	390	16262788	-	hypothetical protein
1906	SMa0638	0	0	0	0	0	0	0	0	0	0	0	0	342978	343235	SMa0337	+	258	16262789	-	hypothetical protein
1907	SMa0639	0	0	0	0	0	0	0	0	0	0	0	0	343640	344044	SMa0338	+	405	16262790	-	hypothetical protein
1908	SMa0640	0	0	0	0	0	0	0	0	0	0	0	0	344135	344554	SMa0339	+	420	16262791	-	hypothetical protein
1909	SMa0643	0	0	0	0	0	0	0	0	0	0	0	0	345407	345667	SMa0340	+	261	16262792	-	transposase
1910	SMa0645	0	0	0	0	0	0	0	0	0	0	0	0	345684	345992	SMa0341	+	309	16262793	-	hypothetical protein
1911	SMa0647	0	0	0	0	0	0	0	0	0	0	0	0	346110	346361	SMa0342	+	252	16262794	-	hypothetical protein
1912	SMa0649	0	0	0	0	0	0	0	0	0	0	0	0	346342	346659	SMa0343	+	318	193782590	-	hypothetical protein
1913	SMa5027	0	0	0	0	0	0	0	0	0	0	0	0	347249	347851	SMa0344	-	603	193782591	-	hypothetical protein
1914	SMa0656	0	0	0	0	0	0	0	0	0	0	0	0	348248	349249	SMa0345	-	1002	16262797	-	TRm24 transposase
1915	SMa0657	0	0	0	0	0	0	0	0	0	0	0	0	349400	349597	SMa0346	+	198	16262798	-	cytochrome c binding protein, amino terminus
1916	SMa0659	0	0	0	0	0	0	0	0	0	0	0	0	349623	350021	SMa0347	+	399	16262799	-	cytochrome c binding protein, carboxyl terminus
1917	SMa0661	0	0	0	0	0	0	0	0	0	0	0	0	350388	350867	SMa0348	+	480	16262800	-	hypothetical protein
1918	SMa0662	0	0	0	0	0	0	0	0	0	0	0	0	350925	351560	SMa0349	-	636	16262801	fixK	transcriptional regulator FixK
1919	SMa0663	0	0	0	0	0	0	0	0	0	0	0	0	351675	351944	SMa0350	-	270	16262802	-	hypothetical protein
1920	SMa0664	0	0	0	0	0	0	0	0	0	0	0	0	352085	353842	SMa0351	+	1758	16262803	-	hypothetical protein
1921	SMa0665	0	0	0	0	0	0	0	0	0	0	0	0	353876	355030	SMa0352	-	1155	193782592	-	hypothetical protein
1922	SMa0667	0	0	0	0	0	0	0	0	0	0	0	0	355528	356016	SMa0353	+	489	16262805	-	hypothetical protein
1923	SMa0669	0	0	0	0	0	0	0	0	0	0	0	0	356020	357249	SMa0354	+	1230	16262806	-	hemolysin D
1924	SMa0670	0	0	0	0	0	0	0	0	0	0	0	0	357359	358213	SMa0355	+	855	16262807	-	regulatory protein
1925	SMa0673	0	0	0	0	0	0	0	0	0	0	0	0	358810	360012	SMa0356	+	1203	16262808	-	TRm3 transposase
1926	SMa0674	0	0	0	0	0	0	0	0	0	0	0	0	360005	360349	SMa0357	-	345	16262809	-	hypothetical protein
1927	SMa0675	0	0	0	0	0	0	0	0	0	0	0	0	360346	361491	SMa0358	-	1146	193782593	-	Ca2+/H+ antiporter
1928	SMa0677	0	0	0	0	0	0	0	0	0	0	0	0	361696	362637	SMa0359	-	942	193782594	-	ABC transporter substrate-binding protein
1929	SMa0678	0	0	0	0	0	0	0	0	0	0	0	0	362667	364025	SMa0360	-	1359	16262812	potE	putrescine transporter
1930	SMa0680	0	0	0	0	0	0	0	0	0	0	0	0	364053	366401	SMa0361	-	2349	16262813	-	amino acid (ornithine, lysine, arginine) decarboxylase
1931	SMa0682	0	0	0	0	0	0	0	0	0	0	0	0	366403	368673	SMa0362	-	2271	193782595	-	decarboxylase (lysine, ornithine, arginine)
1932	SMa0683	0	0	0	0	0	0	0	0	0	0	0	0	368879	369805	SMa0363	-	927	193782596	-	Cation efflux protein
1933	SMa0684	0	0	0	0	0	0	0	0	0	0	0	0	369951	371276	SMa0364	-	1326	16262816	-	transport protein
1934	SMa0687	0	0	0	0	0	0	0	0	0	0	0	0	371790	372296	SMa0365	-	507	193782597	-	hypothetical protein
1935	SMa0689	0	0	0	0	0	0	0	0	0	0	0	0	372485	373435	SMa0366	-	951	16262818	-	hypothetical protein
1936	SMa0690	0	0	0	0	0	0	0	0	0	0	0	0	373456	374856	SMa0367	-	1401	16262819	-	hypothetical protein
1937	SMa0693	0	0	0	0	0	0	0	0	0	0	0	0	375708	376937	SMa0368	+	1230	16262820	arcA1	arginine deiminase
1938	SMa0695	0	0	0	0	0	0	0	0	0	0	0	0	376973	377977	SMa0369	+	1005	16262821	arcB	ornithine carbamoyltransferase
1939	SMa0697	0	0	0	0	0	0	0	0	0	0	0	0	377980	378954	SMa0370	+	975	16262822	arcC	carbamate kinase
1940	SMa0699	0	0	0	0	0	0	0	0	0	0	0	0	379173	379643	SMa0371	+	471	16262823	-	hypothetical protein
1941	SMa0702	0	0	0	0	0	0	0	0	0	0	0	0	380049	380483	SMa0372	+	435	16262824	-	hypothetical protein
1942	SMa0705	0	0	0	0	0	0	0	0	0	0	0	0	380966	381907	SMa0373	-	942	193782598	dgoK2	DgoK2 2-dehydro-3-deoxygalactonokinase
1943	SMa0707	0	0	0	0	0	0	0	0	0	0	0	0	381959	382921	SMa0374	+	963	16262826	-	dihydrodipicolinate synthase
1944	SMa0708	0	0	0	0	0	0	0	0	0	0	0	0	382918	384087	SMa0375	+	1170	16262827	-	enolase
1945	SMa0709	0	0	0	0	0	0	0	0	0	0	0	0	384120	385385	SMa0376	+	1266	16262828	-	ABC transporter substrate-binding protein
1946	SMa0710	0	0	0	0	0	0	0	0	0	0	0	0	385360	386373	SMa0377	+	1014	193782599	-	ABC transporter permease
1947	SMa0711	0	0	0	0	0	0	0	0	0	0	0	0	386385	387215	SMa0378	+	831	16262830	-	ABC transporter permease
1948	SMa0713	0	0	0	0	0	0	0	0	0	0	0	0	387217	387810	SMa0379	+	594	16262831	-	ABC transporter ATP-binding protein
1949	SMa0714	0	0	0	0	0	0	0	0	0	0	0	0	387807	388304	SMa0380	+	498	16262832	-	ABC transporter ATP-binding protein
1950	SMa0715	0	0	0	0	0	0	0	0	0	0	0	0	388306	389286	SMa0381	+	981	16262833	-	Nucleoside-diphosphate-sugar epimerase
1951	SMa0717	0	0	0	0	0	0	0	0	0	0	0	0	389265	390974	SMa0382	+	1710	16262834	-	hypothetical protein
1952	SMa0719	0	0	0	0	0	0	0	0	0	0	0	0	391032	391751	SMa0383	+	720	16262835	-	short-chain alcohol dehydrogenase
1953	SMa0722	0	0	0	0	0	0	0	0	0	0	0	0	391850	392461	SMa0384	+	612	16262836	-	transposase
1954	SMa0723	0	0	0	0	0	0	0	0	0	0	0	0	392499	393287	SMa0385	+	789	16262837	-	hypothetical protein
1955	SMa0726	0	0	0	0	0	0	0	0	0	0	0	0	393877	394269	SMa0386	+	393	193782600	-	hypothetical protein
1956	SMa0728	0	0	0	0	0	0	0	0	0	0	0	0	394691	394891	SMa0387	+	201	16262840	-	hypothetical protein
1957	SMa0731	0	0	0	0	0	0	0	0	0	0	0	0	395232	395579	SMa0388	+	348	16262841	-	hypothetical protein
1958	SMa0734	0	0	0	0	0	0	0	0	0	0	0	0	395775	396098	SMa0389	+	324	16262842	-	hypothetical protein
1959	SMa0736	0	0	0	0	0	0	0	0	0	0	0	0	396113	396385	SMa0390	+	273	16262843	-	hypothetical protein
1960	SMa0738	0	0	0	0	0	0	0	0	0	0	0	0	396650	396853	SMa0391	-	204	16262844	cspA6	CspA6 cold shock protein transcriptional regulator
1961	SMa0739	0	0	0	0	0	0	0	0	0	0	0	0	396954	397382	SMa0392	-	429	16262845	-	hypothetical protein
1962	SMa0740	0	0	0	0	0	0	0	0	0	0	0	0	397665	398045	SMa0393	+	381	16262846	-	hypothetical protein
1963	SMa0742	0	0	0	0	0	0	0	0	0	0	0	0	398183	398623	SMa0394	-	441	16262847	-	hypothetical protein
1964	SMa0744	0	0	0	0	0	0	0	0	0	0	0	0	399043	400680	SMa0395	-	1638	16262848	groEL	molecular chaperone GroEL
1965	SMa0745	0	0	0	0	0	0	0	0	0	0	0	0	400756	401052	SMa0396	-	297	16262849	groES	co-chaperonin GroES
1966	SMa0747	0	0	0	0	0	0	0	0	0	0	0	0	401607	401768	SMa0397	+	162	16262850	-	hypothetical protein
1967	SMa0748	0	0	0	0	0	0	0	0	0	0	0	0	402138	402587	SMa0398	+	450	193782601	-	MucR family transcriptional regulator
1968	SMa5003	0	0	0	0	0	0	0	0	0	0	0	0	402820	403107	SMa0399	-	288	193782602	-	hypothetical protein
1969	SMa0750	0	0	0	0	0	0	0	0	0	0	0	0	403178	404056	SMa0400	-	879	16262852	-	LysR family transcriptional regulator
1970	SMa0751	0	0	0	0	0	0	0	0	0	0	0	0	404204	405442	SMa0401	+	1239	16262853	-	Ring-hydroxylating dioxygenase
1971	SMa0752	0	0	0	0	0	0	0	0	0	0	0	0	405447	406508	SMa0402	+	1062	16262854	-	dioxygenase reductase subunit
1972	SMa0753	0	0	0	0	0	0	0	0	0	0	0	0	406804	407496	SMa0403	+	693	16262855	-	hypothetical protein
1973	SMa0754	0	0	0	0	0	0	0	0	0	0	0	0	407780	408106	SMa0404	+	327	16262856	-	hypothetical protein
1974	SMa0757	0	0	0	0	0	0	0	0	0	0	0	0	409254	410186	SMa0405	+	933	16262857	nodD2	NodD2 nod box-dependent transcription activator
1975	SMa0758	0	0	0	0	0	0	0	0	0	0	0	0	411107	411682	SMa0406	+	576	193782603	-	hypothetical protein
1976	SMa0759	0	0	0	0	0	0	0	0	0	0	0	0	411913	412314	SMa0407	+	402	16262859	-	hypothetical protein
1977	SMa0760	0	0	0	0	0	0	0	0	0	0	0	0	412363	412710	SMa0408	+	348	16262860	fixT2	FixT2 anti-kinase
1978	SMa0762	0	0	0	0	0	0	0	0	0	0	0	0	412790	413425	SMa0409	+	636	16262861	fixK	transcriptional regulator FixK
1979	SMa0763	0	0	0	0	0	0	0	0	0	0	0	0	413437	414084	SMa0410	+	648	16262862	-	hypothetical protein
1980	SMa0765	0	0	0	0	0	0	0	0	0	0	0	0	414187	415806	SMa0411	+	1620	16262863	fixN2	cbb3-type cytochrome c oxidase subunit I
1981	SMa0766	0	0	0	0	0	0	0	0	0	0	0	0	415818	416549	SMa0412	+	732	16262864	fixO2	cbb3-type cytochrome c oxidase subunit II
1982	SMa0767	0	0	0	0	0	0	0	0	0	0	0	0	416561	416713	SMa0413	+	153	16262865	fixQ2	FixQ2 nitrogen fixation protein
1983	SMa0769	0	0	0	0	0	0	0	0	0	0	0	0	416717	417580	SMa0414	+	864	16262866	fixP2	FixP2 Diheme c-type cytochrome
1984	SMa0771	0	0	0	0	0	0	0	0	0	0	0	0	417769	418242	SMa0415	+	474	16262867	-	hypothetical protein
1985	SMa0772	0	0	0	0	0	0	0	0	0	0	0	0	418345	418896	SMa0416	+	552	16262868	nodL	NodL Nod factor acetyltransferase
1986	SMa0773	0	0	0	0	0	0	0	0	0	0	0	0	419284	420714	SMa0417	+	1431	16262869	noeA	NoeA host specific nodulation protein
1987	SMa0774	0	0	0	0	0	0	0	0	0	0	0	0	420721	422382	SMa0418	+	1662	16262870	noeB	NoeB host specific nodulation protein
1988	SMa0775	0	0	0	0	0	0	0	0	0	0	0	0	422708	423034	SMa0419	-	327	16262871	-	hypothetical protein
1989	SMa0776	0	0	0	0	0	0	0	0	0	0	0	0	423440	424177	SMa0420	-	738	16262872	-	TRm23b IS ATP-binding protein
1990	SMa0779	0	0	0	0	0	0	0	0	0	0	0	0	424190	425086	SMa0421	-	897	16262873	-	hypothetical protein
1991	SMa5028	0	0	0	0	0	0	0	0	0	0	0	0	424904	425281	SMa0422	+	378	193782604	-	hypothetical protein
1992	SMa0781	0	0	0	0	0	0	0	0	0	0	0	0	425462	425911	SMa0423	+	450	16262874	-	hypothetical protein
1993	SMa0783	0	0	0	0	0	0	0	0	0	0	0	0	425934	426203	SMa0424	+	270	16262875	-	hypothetical protein
1994	SMa0785	0	0	0	0	0	0	0	0	0	0	0	0	426193	428277	SMa0425	+	2085	16262876	-	Recombinase
1995	SMa0787	0	0	0	0	0	0	0	0	0	0	0	0	428239	429057	SMa0426	-	819	16262877	-	transposase, fragment
1996	SMa0789	0	0	0	0	0	0	0	0	0	0	0	0	429441	430136	SMa0427	+	696	193782605	-	GntR family transcriptional regulator
1997	SMa0791	0	0	0	0	0	0	0	0	0	0	0	0	430599	431201	SMa0428	+	603	16262880	-	hypothetical protein
1998	SMa0792	0	0	0	0	0	0	0	0	0	0	0	0	431220	432053	SMa0429	+	834	16262881	-	hypothetical protein
1999	SMa0793	0	0	0	0	0	0	0	0	0	0	0	0	432050	432985	SMa0430	+	936	193782606	-	hypothetical protein
2000	SMa0794	0	0	0	0	0	0	0	0	0	0	0	0	432982	434022	SMa0431	+	1041	16262883	-	Monoxygenase
2001	SMa0796	0	0	0	0	0	0	0	0	0	0	0	0	434028	435491	SMa0432	+	1464	16262884	-	hypothetical protein
2002	SMa0797	0	0	0	0	0	0	0	0	0	0	0	0	435497	435823	SMa0433	+	327	16262885	-	hypothetical protein
2003	SMa0799	0	0	0	0	0	0	0	0	0	0	0	0	435861	436871	SMa0434	+	1011	193782607	-	ABC transporter substrate-binding protein
2004	SMa0800	0	0	0	0	0	0	0	0	0	0	0	0	436964	437839	SMa0435	+	876	16262887	-	ABC transporter permease
2005	SMa0802	0	0	0	0	0	0	0	0	0	0	0	0	437841	438641	SMa0436	+	801	16262888	-	ABC transporter permease
2006	SMa0803	0	0	0	0	0	0	0	0	0	0	0	0	438638	439717	SMa0437	+	1080	16262889	-	ABC transporter ATP-binding protein
2007	SMa0805	0	0	0	0	0	0	0	0	0	0	0	0	439799	441271	SMa0438	+	1473	16262890	gabD4	GabD4 succinate-semialdehyde dehdyrogenase
2008	SMa0806	0	0	0	0	0	0	0	0	0	0	0	0	441631	442086	SMa0439	+	456	16262891	syrB3	SyrB-like regulator
2009	SMa0809	0	0	0	0	0	0	0	0	0	0	0	0	442329	442967	SMa0440	+	639	193782608	-	hypothetical protein
2010	SMa0810	0	0	0	0	0	0	0	0	0	0	0	0	443587	443793	SMa0441	-	207	16262893	fixU	nitrogen fixation protein FixU
2011	SMa0811	0	0	0	0	0	0	0	0	0	0	0	0	443981	444175	SMa0442	-	195	16262894	fdxN	FdxN ferredoxin
2012	SMa0814	0	0	0	0	0	0	0	0	0	0	0	0	444206	445678	SMa0443	-	1473	16262895	nifB	NifB FeMo cofactor biosynthesis protein
2013	SMa0815	0	0	0	0	0	0	0	0	0	0	0	0	445895	447520	SMa0444	-	1626	193782609	nifA	Fis family transcriptional regulator
2014	SMa0816	0	0	0	0	0	0	0	0	0	0	0	0	447740	448036	SMa0445	-	297	16262897	fixX	FixX ferredoxin-like protein
2015	SMa0817	0	0	0	0	0	0	0	0	0	0	0	0	448049	449356	SMa0446	-	1308	16262898	fixC	oxidoreductase FixC
2016	SMa0819	0	0	0	0	0	0	0	0	0	0	0	0	449368	450429	SMa0447	-	1062	16262899	fixB	FixB electron transfer flavoprotein alpha chain
2017	SMa0822	0	0	0	0	0	0	0	0	0	0	0	0	450461	451339	SMa0448	-	879	16262900	fixA	FixA electron transfer flavoprotein beta chain
