Num	GeneID	condition2	condition3	condition1	condition2(Normalized)	condition3(Normalized)	condition1(Normalized)	Start	Stop	Order	Strand	Length	PID	Gene	Function
1129	int_SM_b21002-SM_b21003	0	0	0	0	0	0	1238878	1238941	na	na	64	na	na	na
1130	int_SM_b21003-SM_b21004	0	0	0	0	0	0	1239986	1240093	na	na	108	na	na	na
1131	int_SM_b21004-SM_b21005	0	0	0	0	0	0	1240541	1240561	na	na	21	na	na	na
1132	int_SM_b21005-SM_b21006	0	0	0	0	0	0	1241030	1241038	na	na	9	na	na	na
1133	int_SM_b21006-SM_b21007	0	0	0	0	0	0	1241282	1241318	na	na	37	na	na	na
1135	int_SM_b21008-SM_b21009	0	0	0	0	0	0	1242068	1242314	na	na	247	na	na	na
1136	int_SM_b21009-SM_b21010	0	0	0	0	0	0	1243809	1244107	na	na	299	na	na	na
1137	int_SM_b21010-SM_b21011	0	0	0	0	0	0	1244885	1244927	na	na	43	na	na	na
1138	int_SM_b21011-SM_b20846	0	0	0	0	0	0	1246416	1246622	na	na	207	na	na	na
1139	int_SM_b20846-SM_b21676	0	0	0	0	0	0	1248960	1249225	na	na	266	na	na	na
1140	int_SM_b21676-SM_b20847	0	0	0	0	0	0	1249520	1249531	na	na	12	na	na	na
1141	int_SM_b20847-SM_b20848	0	0	0	0	0	0	1250432	1250519	na	na	88	na	na	na
1143	int_SM_b20849-SM_b20850	0	0	0	0	0	0	1253066	1253179	na	na	114	na	na	na
1144	int_SM_b20850-SM_b20851	0	0	0	0	0	0	1254317	1254563	na	na	247	na	na	na
1146	int_SM_b20852-SM_b20853	0	0	0	0	0	0	1257071	1257113	na	na	43	na	na	na
1147	int_SM_b20853-SM_b20854	0	0	0	0	0	0	1258134	1258310	na	na	177	na	na	na
1149	int_SM_b20855-SM_b20856	0	0	0	0	0	0	1260818	1260904	na	na	87	na	na	na
1150	int_SM_b20856-SM_b20857	0	0	0	0	0	0	1261874	1262116	na	na	243	na	na	na
1151	int_SM_b20857-SM_b20858	0	0	0	0	0	0	1262720	1262875	na	na	156	na	na	na
1152	int_SM_b20858-SM_b20859	0	0	0	0	0	0	1263362	1263876	na	na	515	na	na	na
1153	int_SM_b20859-SM_b21677	0	0	0	0	0	0	1264828	1264908	na	na	81	na	na	na
1155	int_SM_b20860-SM_b20861	0	0	0	0	0	0	1266098	1266195	na	na	98	na	na	na
1156	int_SM_b20861-SM_b20862	0	0	0	0	0	0	1267402	1267540	na	na	139	na	na	na
1157	int_SM_b20862-SM_b20863	0	0	0	0	0	0	1267982	1268305	na	na	324	na	na	na
1158	int_SM_b20863-SM_b20864	0	0	0	0	0	0	1269338	1269409	na	na	72	na	na	na
1159	int_SM_b20864-SM_b20865	0	0	0	0	0	0	1269836	1269898	na	na	63	na	na	na
1160	int_SM_b20865-SM_b20866	0	0	0	0	0	0	1270652	1270797	na	na	146	na	na	na
1161	int_SM_b20866-SM_b20867	0	0	0	0	0	0	1271716	1271770	na	na	55	na	na	na
1162	int_SM_b20867-SM_b20868	0	0	0	0	0	0	1272122	1272316	na	na	195	na	na	na
1163	int_SM_b20868-SM_b20869	0	0	0	0	0	0	1276007	1276479	na	na	473	na	na	na
1164	int_SM_b20869-SM_b20870	0	0	0	0	0	0	1277182	1277199	na	na	18	na	na	na
1165	int_SM_b20870-SM_b20871	0	0	0	0	0	0	1278097	1278190	na	na	94	na	na	na
1166	int_SM_b20871-SM_b20872	0	0	0	0	0	0	1278941	1279078	na	na	138	na	na	na
1167	int_SM_b20872-SM_b20873	0	0	0	0	0	0	1279469	1280235	na	na	767	na	na	na
1168	int_SM_b20873-SM_b20874	0	0	0	0	0	0	1280749	1280844	na	na	96	na	na	na
1170	int_SM_b20875-SM_b20876	0	0	0	0	0	0	1282278	1282354	na	na	77	na	na	na
1171	int_SM_b20876-SM_b20877	0	0	0	0	0	0	1283153	1283303	na	na	151	na	na	na
1172	int_SM_b20877-SM_b20878	0	0	0	0	0	0	1284435	1284473	na	na	39	na	na	na
1173	int_SM_b20878-SM_b20879	0	0	0	0	0	0	1285191	1285210	na	na	20	na	na	na
1174	int_SM_b20879-SM_b20880	0	0	0	0	0	0	1285664	1286261	na	na	598	na	na	na
1175	int_SM_b20880-SM_b20881	0	0	0	0	0	0	1287774	1288030	na	na	257	na	na	na
1176	int_SM_b20881-SM_b20882	0	0	0	0	0	0	1288493	1288540	na	na	48	na	na	na
1177	int_SM_b20882-SM_b20883	0	0	0	0	0	0	1288991	1289173	na	na	183	na	na	na
1178	int_SM_b20883-SM_b20884	0	0	0	0	0	0	1289642	1289683	na	na	42	na	na	na
1179	int_SM_b20884-SM_b20885	0	0	0	0	0	0	1290119	1290166	na	na	48	na	na	na
1180	int_SM_b20885-SM_b20886	0	0	0	0	0	0	1291088	1291461	na	na	374	na	na	na
1181	int_SM_b20886-SM_b20887	0	0	0	0	0	0	1292872	1292875	na	na	4	na	na	na
1182	int_SM_b20887-SM_b20888	0	0	0	0	0	0	1293818	1293833	na	na	16	na	na	na
1183	int_SM_b20888-SM_b20889	0	0	0	0	0	0	1294653	1294747	na	na	95	na	na	na
1184	int_SM_b20889-SM_b20890	0	0	0	0	0	0	1295453	1295634	na	na	182	na	na	na
1185	int_SM_b20890-SM_b20891	0	0	0	0	0	0	1297375	1297432	na	na	58	na	na	na
1186	int_SM_b20891-SM_b20892	0	0	0	0	0	0	1298867	1298942	na	na	76	na	na	na
1187	int_SM_b20892-SM_b20893	0	0	0	0	0	0	1299939	1300084	na	na	146	na	na	na
1189	int_SM_b20894-SM_b20895	0	0	0	0	0	0	1302820	1303026	na	na	207	na	na	na
1190	int_SM_b20895-SM_b20896	0	0	0	0	0	0	1304095	1304440	na	na	346	na	na	na
1191	int_SM_b20896-SM_b20897	0	0	0	0	0	0	1305350	1305413	na	na	64	na	na	na
1192	int_SM_b20897-SM_b20898	0	0	0	0	0	0	1305867	1305869	na	na	3	na	na	na
1193	int_SM_b20898-SM_b21678	0	0	0	0	0	0	1306281	1306332	na	na	52	na	na	na
1194	int_SM_b21678-SM_b20899	0	0	0	0	0	0	1306525	1306774	na	na	250	na	na	na
1195	int_SM_b20899-SM_b20900	0	0	0	0	0	0	1307768	1307830	na	na	63	na	na	na
1196	int_SM_b20900-SM_b21679	0	0	0	0	0	0	1309766	1309774	na	na	9	na	na	na
1197	int_SM_b21679-SM_b20901	0	0	0	0	0	0	1309964	1310088	na	na	125	na	na	na
1198	int_SM_b20901-SM_b20902	0	0	0	0	0	0	1311301	1311685	na	na	385	na	na	na
1199	int_SM_b20902-SM_b20903	0	0	0	0	0	0	1312724	1312838	na	na	115	na	na	na
1200	int_SM_b20903-SM_b20904	0	0	0	0	0	0	1314201	1314214	na	na	14	na	na	na
1201	int_SM_b20904-SM_b20905	0	0	0	0	0	0	1315001	1315296	na	na	296	na	na	na
1202	int_SM_b20905-SM_b20906	0	0	0	0	0	0	1316470	1316959	na	na	490	na	na	na
1204	int_SM_b20907-SM_b20908	0	0	0	0	0	0	1317564	1317787	na	na	224	na	na	na
1205	int_SM_b20908-SM_b21680	0	0	0	0	0	0	1318127	1318156	na	na	30	na	na	na
1206	int_SM_b21680-SM_b21681	0	0	0	0	0	0	1318313	1318406	na	na	94	na	na	na
1207	int_SM_b21681-SM_b20909	0	0	0	0	0	0	1318584	1318694	na	na	111	na	na	na
1208	int_SM_b20909-SM_b20910	0	0	0	0	0	0	1318989	1319046	na	na	58	na	na	na
1209	int_SM_b20910-SM_b20911	0	0	0	0	0	0	1319356	1319579	na	na	224	na	na	na
1210	int_SM_b20911-SM_b20912	0	0	0	0	0	0	1319787	1319809	na	na	23	na	na	na
1213	int_SM_b21682-SM_b20914	0	0	0	0	0	0	1321667	1321683	na	na	17	na	na	na
1214	int_SM_b20914-SM_b20915	0	0	0	0	0	0	1322695	1322895	na	na	201	na	na	na
1215	int_SM_b20915-SM_b20916	0	0	0	0	0	0	1324510	1324614	na	na	105	na	na	na
1216	int_SM_b20916-SM_b20918	0	0	0	0	0	0	1324876	1325889	na	na	1014	na	na	na
1219	int_SM_b20920-SM_b20921	0	0	0	0	0	0	1327482	1327535	na	na	54	na	na	na
1221	int_SM_b20922-SM_b21395	0	0	0	0	0	0	1328716	1328741	na	na	26	na	na	na
1222	int_SM_b21395-SM_b21396	0	0	0	0	0	0	1329279	1329333	na	na	55	na	na	na
1223	int_SM_b21396-SM_b21397	0	0	0	0	0	0	1329781	1330045	na	na	265	na	na	na
1224	int_SM_b21397-SM_b21398	0	0	0	0	0	0	1330283	1330312	na	na	30	na	na	na
1225	int_SM_b21398-SM_b21399	0	0	0	0	0	0	1330532	1330867	na	na	336	na	na	na
1226	int_SM_b21399-SM_b21683	0	0	0	0	0	0	1331273	1331307	na	na	35	na	na	na
1227	int_SM_b21683-SM_b21400	0	0	0	0	0	0	1331500	1331584	na	na	85	na	na	na
1228	int_SM_b21400-SM_b21401	0	0	0	0	0	0	1331822	1331869	na	na	48	na	na	na
1229	int_SM_b21401-SM_b21402	0	0	0	0	0	0	1332221	1332768	na	na	548	na	na	na
1230	int_SM_b21402-SM_b21403	0	0	0	0	0	0	1333933	1335357	na	na	1425	na	na	na
1231	int_SM_b21403-SM_b21404	0	0	0	0	0	0	1335814	1335894	na	na	81	na	na	na
1233	int_SM_b21405-SM_b21406	0	0	0	0	0	0	1336977	1337145	na	na	169	na	na	na
1234	int_SM_b21406-SM_b21407	0	0	0	0	0	0	1338031	1338041	na	na	11	na	na	na
1235	int_SM_b21407-SM_b21408	0	0	0	0	0	0	1338861	1338965	na	na	105	na	na	na
1236	int_SM_b21408-SM_b22015	0	0	0	0	0	0	1339326	1339397	na	na	72	na	na	na
1237	int_SM_b22015-SM_b21410	0	0	0	0	0	0	1339770	1340161	na	na	392	na	na	na
1238	int_SM_b21410-SM_b21411	0	0	0	0	0	0	1341032	1341242	na	na	211	na	na	na
1239	int_SM_b21411-SM_b21412	0	0	0	0	0	0	1341657	1341716	na	na	60	na	na	na
1240	int_SM_b21412-SM_b21413	0	0	0	0	0	0	1342143	1342161	na	na	19	na	na	na
1241	int_SM_b21413-SM_b21414	0	0	0	0	0	0	1342729	1342801	na	na	73	na	na	na
1242	int_SM_b21414-SM_b21415	0	0	0	0	0	0	1344224	1344265	na	na	42	na	na	na
1243	int_SM_b21415-SM_b21416	0	0	0	0	0	0	1345706	1345947	na	na	242	na	na	na
1245	int_SM_b21417-SM_b21418	0	0	0	0	0	0	1347783	1347788	na	na	6	na	na	na
1246	int_SM_b21418-SM_b21419	0	0	0	0	0	0	1349022	1349043	na	na	22	na	na	na
1247	int_SM_b21419-SM_b21684	0	0	0	0	0	0	1349932	1349952	na	na	21	na	na	na
1249	int_SM_b21420-SM_b21421	0	0	0	0	0	0	1351605	1351677	na	na	73	na	na	na
1252	int_SM_b21423-SM_b21424	0	0	0	0	0	0	1355221	1355222	na	na	2	na	na	na
1253	int_SM_b21424-SM_b21425	0	0	0	0	0	0	1356960	1357005	na	na	46	na	na	na
1254	int_SM_b21425-SM_b21426	0	0	0	0	0	0	1357783	1357783	na	na	1	na	na	na
1256	int_SM_b21427-SM_b21428	0	0	0	0	0	0	1359115	1359269	na	na	155	na	na	na
1257	int_SM_b21428-SM_b21429	0	0	0	0	0	0	1359834	1359857	na	na	24	na	na	na
1259	int_SM_b21430-SM_b21431	0	0	0	0	0	0	1361684	1361809	na	na	126	na	na	na
1260	int_SM_b21431-SM_b21432	0	0	0	0	0	0	1362233	1362234	na	na	2	na	na	na
1261	int_SM_b21432-SM_b21433	0	0	0	0	0	0	1362943	1363047	na	na	105	na	na	na
1262	int_SM_b21433-SM_b21685	0	0	0	0	0	0	1363858	1363964	na	na	107	na	na	na
1263	int_SM_b21685-SM_b21434	0	0	0	0	0	0	1364121	1364129	na	na	9	na	na	na
1264	int_SM_b21434-SM_b21435	0	0	0	0	0	0	1365051	1365105	na	na	55	na	na	na
1265	int_SM_b21435-SM_b21436	0	0	0	0	0	0	1366351	1366386	na	na	36	na	na	na
1267	int_SM_b21437-SM_b21438	0	0	0	0	0	0	1368141	1368223	na	na	83	na	na	na
1268	int_SM_b21438-SM_b21439	0	0	0	0	0	0	1369223	1369357	na	na	135	na	na	na
1269	int_SM_b21439-SM_b21440	0	0	0	0	0	0	1369751	1370058	na	na	308	na	na	na
1270	int_SM_b21440-SM_b21441	0	0	0	0	0	0	1370494	1371044	na	na	551	na	na	na
1271	int_SM_b21441-SM_b21442	0	0	0	0	0	0	1371486	1371497	na	na	12	na	na	na
1272	int_SM_b21442-SM_b21443	0	0	0	0	0	0	1371948	1371998	na	na	51	na	na	na
1273	int_SM_b21443-SM_b21444	0	0	0	0	0	0	1372314	1372330	na	na	17	na	na	na
1274	int_SM_b21444-SM_b21445	0	0	0	0	0	0	1373075	1373478	na	na	404	na	na	na
1276	int_SM_b21446-SM_b21447	0	0	0	0	0	0	1376711	1376852	na	na	142	na	na	na
1277	int_SM_b21447-SM_b21448	0	0	0	0	0	0	1378659	1378744	na	na	86	na	na	na
1278	int_SM_b21448-SM_b21449	0	0	0	0	0	0	1379387	1379390	na	na	4	na	na	na
1279	int_SM_b21449-SM_b21450	0	0	0	0	0	0	1380114	1380307	na	na	194	na	na	na
1280	int_SM_b21450-SM_b21452	0	0	0	0	0	0	1380848	1381031	na	na	184	na	na	na
1281	int_SM_b21452-SM_b21454	0	0	0	0	0	0	1381557	1381822	na	na	266	na	na	na
1282	int_SM_b21454-SM_b21455	0	0	0	0	0	0	1382138	1382139	na	na	2	na	na	na
1283	int_SM_b21455-SM_b21456	0	0	0	0	0	0	1383508	1383790	na	na	283	na	na	na
1284	int_SM_b21456-SM_b21458	0	0	0	0	0	0	1384229	1384372	na	na	144	na	na	na
1285	int_SM_b21458-SM_b21459	0	0	0	0	0	0	1385249	1385259	na	na	11	na	na	na
1287	int_SM_b21460-SM_b21461	0	0	0	0	0	0	1387263	1387350	na	na	88	na	na	na
1288	int_SM_b21461-SM_b21462	0	0	0	0	0	0	1388614	1388648	na	na	35	na	na	na
1290	int_SM_b21463-SM_b21464	0	0	0	0	0	0	1390961	1391173	na	na	213	na	na	na
1291	int_SM_b21464-SM_b21465	0	0	0	0	0	0	1391948	1392047	na	na	100	na	na	na
1293	int_SM_b21466-SM_b21467	0	0	0	0	0	0	1395125	1395369	na	na	245	na	na	na
1294	int_SM_b21467-SM_b21468	0	0	0	0	0	0	1395715	1395921	na	na	207	na	na	na
1295	int_SM_b21468-SM_b21469	0	0	0	0	0	0	1397020	1397115	na	na	96	na	na	na
1296	int_SM_b21469-SM_b21470	0	0	0	0	0	0	1397626	1397734	na	na	109	na	na	na
1298	int_SM_b21471-SM_b21472	0	0	0	0	0	0	1398243	1398285	na	na	43	na	na	na
1299	int_SM_b21472-SM_b21473	0	0	0	0	0	0	1398826	1398865	na	na	40	na	na	na
1301	int_SM_b21474-SM_b21475	0	0	0	0	0	0	1400080	1400395	na	na	316	na	na	na
1304	int_SM_b21477-SM_b21478	0	0	0	0	0	0	1402078	1402092	na	na	15	na	na	na
1305	int_SM_b21478-SM_b21479	0	0	0	0	0	0	1402711	1403026	na	na	316	na	na	na
1306	int_SM_b21479-SM_b21480	0	0	0	0	0	0	1403330	1403373	na	na	44	na	na	na
1308	int_SM_b21481-SM_b21482	0	0	0	0	0	0	1404105	1404400	na	na	296	na	na	na
1309	int_SM_b21482-SM_b21483	0	0	0	0	0	0	1404704	1404795	na	na	92	na	na	na
1310	int_SM_b21483-SM_b21686	0	0	0	0	0	0	1405078	1405093	na	na	16	na	na	na
1311	int_SM_b21686-SM_b21484	0	0	0	0	0	0	1405280	1405317	na	na	38	na	na	na
1312	int_SM_b21484-SM_b21687	0	0	0	0	0	0	1405840	1405904	na	na	65	na	na	na
1313	int_SM_b21687-SM_b21485	0	0	0	0	0	0	1406100	1406241	na	na	142	na	na	na
1315	int_SM_b21486-SM_b21487	0	0	0	0	0	0	1407992	1408290	na	na	299	na	na	na
1316	int_SM_b21487-SM_b21488	0	0	0	0	0	0	1409452	1409488	na	na	37	na	na	na
1319	int_SM_b22024-SM_b21490	0	0	0	0	0	0	1412526	1412660	na	na	135	na	na	na
1320	int_SM_b21490-SM_b21491	0	0	0	0	0	0	1413417	1413436	na	na	20	na	na	na
1321	int_SM_b21491-SM_b21492	0	0	0	0	0	0	1413968	1414209	na	na	242	na	na	na
1322	int_SM_b21492-SM_b21493	0	0	0	0	0	0	1414873	1414905	na	na	33	na	na	na
1323	int_SM_b21493-SM_b21494	0	0	0	0	0	0	1415368	1415493	na	na	126	na	na	na
1324	int_SM_b21494-SM_b21689	0	0	0	0	0	0	1416562	1416595	na	na	34	na	na	na
1325	int_SM_b21689-SM_b21495	0	0	0	0	0	0	1416779	1417061	na	na	283	na	na	na
1327	int_SM_b21496-SM_b21497	0	0	0	0	0	0	1418204	1418497	na	na	294	na	na	na
1328	int_SM_b21497-SM_b21498	0	0	0	0	0	0	1419620	1419622	na	na	3	na	na	na
1329	int_SM_b21498-SM_b21499	0	0	0	0	0	0	1422857	1422858	na	na	2	na	na	na
1331	int_SM_b21500-SM_b21501	0	0	0	0	0	0	1426059	1426113	na	na	55	na	na	na
1333	int_SM_b21502-SM_b21503	0	0	0	0	0	0	1427643	1427873	na	na	231	na	na	na
1334	int_SM_b21503-SM_b21504	0	0	0	0	0	0	1429218	1429227	na	na	10	na	na	na
1336	int_SM_b21505-SM_b21506	0	0	0	0	0	0	1431308	1431319	na	na	12	na	na	na
1337	int_SM_b21506-SM_b21507	0	0	0	0	0	0	1432937	1433138	na	na	202	na	na	na
1338	int_SM_b21507-SM_b21508	0	0	0	0	0	0	1433796	1433835	na	na	40	na	na	na
1339	int_SM_b21508-SM_b21509	0	0	0	0	0	0	1434751	1434923	na	na	173	na	na	na
1341	int_SM_b21510-SM_b21511	0	0	0	0	0	0	1435294	1435306	na	na	13	na	na	na
1342	int_SM_b21511-SM_b21512	0	0	0	0	0	0	1435553	1435611	na	na	59	na	na	na
1344	int_SM_b21513-SM_b21514	0	0	0	0	0	0	1438068	1438190	na	na	123	na	na	na
1346	int_SM_b21515-SM_b21516	0	0	0	0	0	0	1440137	1440389	na	na	253	na	na	na
1347	int_SM_b21516-SM_b21517	0	0	0	0	0	0	1441122	1441330	na	na	209	na	na	na
1348	int_SM_b21517-SM_b21518	0	0	0	0	0	0	1442147	1442167	na	na	21	na	na	na
1349	int_SM_b21518-SM_b21519	0	0	0	0	0	0	1442924	1443138	na	na	215	na	na	na
1352	int_SM_b21521-SM_b21522	0	0	0	0	0	0	1445716	1446107	na	na	392	na	na	na
1354	int_SM_b21523-SM_b21524	0	0	0	0	0	0	1447184	1447280	na	na	97	na	na	na
1355	int_SM_b21524-SM_b20647	0	0	0	0	0	0	1448031	1448326	na	na	296	na	na	na
1356	int_SM_b20647-SM_b20648	0	0	0	0	0	0	1448579	1449017	na	na	439	na	na	na
1357	int_SM_b20648-SM_b20649	0	0	0	0	0	0	1450056	1450581	na	na	526	na	na	na
1359	int_SM_b20650-SM_b20651	0	0	0	0	0	0	1453131	1453157	na	na	27	na	na	na
1360	int_SM_b20651-SM_b20652	0	0	0	0	0	0	1453425	1453450	na	na	26	na	na	na
1361	int_SM_b20652-SM_b20654	0	0	0	0	0	0	1455389	1455984	na	na	596	na	na	na
1362	int_SM_b20654-SM_b20655	0	0	0	0	0	0	1456381	1456573	na	na	193	na	na	na
1363	int_SM_b20655-SM_b20656	0	0	0	0	0	0	1457051	1457320	na	na	270	na	na	na
1364	int_SM_b20656-SM_b20657	0	0	0	0	0	0	1458191	1458228	na	na	38	na	na	na
1365	int_SM_b20657-SM_b20658	0	0	0	0	0	0	1458886	1458892	na	na	7	na	na	na
1366	int_SM_b20658-SM_b20659	0	0	0	0	0	0	1459793	1459806	na	na	14	na	na	na
1367	int_SM_b20659-SM_b20660	0	0	0	0	0	0	1460740	1460931	na	na	192	na	na	na
1368	int_SM_b20660-SM_b20661	0	0	0	0	0	0	1462237	1462370	na	na	134	na	na	na
1369	int_SM_b20661-SM_b20662	0	0	0	0	0	0	1463439	1463522	na	na	84	na	na	na
1370	int_SM_b20662-SM_b20663	0	0	0	0	0	0	1464300	1464300	na	na	1	na	na	na
1371	int_SM_b20663-SM_b20664	0	0	0	0	0	0	1465285	1465402	na	na	118	na	na	na
1372	int_SM_b20664-SM_b20665	0	0	0	0	0	0	1466093	1466168	na	na	76	na	na	na
1373	int_SM_b20665-SM_b20666	0	0	0	0	0	0	1466823	1467105	na	na	283	na	na	na
1374	int_SM_b20666-SM_b20667	0	0	0	0	0	0	1467784	1467799	na	na	16	na	na	na
1375	int_SM_b20667-SM_b20668	0	0	0	0	0	0	1468805	1468946	na	na	142	na	na	na
1376	int_SM_b20668-SM_b20669	0	0	0	0	0	0	1469853	1469863	na	na	11	na	na	na
1377	int_SM_b20669-SM_b20670	0	0	0	0	0	0	1470641	1470643	na	na	3	na	na	na
1378	int_SM_b20670-SM_b20671	0	0	0	0	0	0	1471922	1472037	na	na	116	na	na	na
1381	int_SM_b20673-SM_b20674	0	0	0	0	0	0	1475903	1476113	na	na	211	na	na	na
1382	int_SM_b20674-SM_b20675	0	0	0	0	0	0	1477134	1477165	na	na	32	na	na	na
1383	int_SM_b20675-SM_b20676	0	0	0	0	0	0	1477742	1477766	na	na	25	na	na	na
1384	int_SM_b20676-SM_b20677	0	0	0	0	0	0	1478688	1478785	na	na	98	na	na	na
1385	int_SM_b20677-SM_b20678	0	0	0	0	0	0	1479278	1479324	na	na	47	na	na	na
1386	int_SM_b20678-SM_b20679	0	0	0	0	0	0	1480594	1480707	na	na	114	na	na	na
1387	int_SM_b20679-SM_b20680	0	0	0	0	0	0	1481593	1481597	na	na	5	na	na	na
1388	int_SM_b20680-SM_b20681	0	0	0	0	0	0	1482414	1482467	na	na	54	na	na	na
1389	int_SM_b20681-SM_b20682	0	0	0	0	0	0	1484253	1484421	na	na	169	na	na	na
1390	int_SM_b20682-SM_b20683	0	0	0	0	0	0	1485244	1485369	na	na	126	na	na	na
1391	int_SM_b20683-SM_b20684	0	0	0	0	0	0	1486270	1486403	na	na	134	na	na	na
1392	int_SM_b20684-SM_b20685	0	0	0	0	0	0	1487241	1487277	na	na	37	na	na	na
1393	int_SM_b20685-SM_b20686	0	0	0	0	0	0	1489735	1489826	na	na	92	na	na	na
1395	int_SM_b20687-SM_b20688	0	0	0	0	0	0	1491797	1491797	na	na	1	na	na	na
1396	int_SM_b20688-SM_b20689	0	0	0	0	0	0	1492440	1492446	na	na	7	na	na	na
1398	int_SM_b20690-SM_b20691	0	0	0	0	0	0	1493544	1493594	na	na	51	na	na	na
1399	int_SM_b20691-SM_b20692	0	0	0	0	0	0	1493817	1494125	na	na	309	na	na	na
1400	int_SM_b20692-SM_b20694	0	0	0	0	0	0	1494933	1495507	na	na	575	na	na	na
1401	int_SM_b20694-SM_b20695	0	0	0	0	0	0	1495685	1495764	na	na	80	na	na	na
1403	int_SM_b20696-SM_b20697	0	0	0	0	0	0	1496754	1496854	na	na	101	na	na	na
1404	int_SM_b20697-SM_b20698	0	0	0	0	0	0	1498550	1498700	na	na	151	na	na	na
1406	int_SM_b20699-SM_b20700	0	0	0	0	0	0	1501448	1501533	na	na	86	na	na	na
1407	int_SM_b20700-SM_b20701	0	0	0	0	0	0	1501948	1502023	na	na	76	na	na	na
1408	int_SM_b20701-SM_b20702	0	0	0	0	0	0	1502777	1502958	na	na	182	na	na	na
1409	int_SM_b20702-SM_b20703	0	0	0	0	0	0	1504624	1504674	na	na	51	na	na	na
1410	int_SM_b20703-SM_b20704	0	0	0	0	0	0	1505185	1505460	na	na	276	na	na	na
1411	int_SM_b20704-SM_b20705	0	0	0	0	0	0	1506922	1507235	na	na	314	na	na	na
1412	int_SM_b20705-SM_b20706	0	0	0	0	0	0	1508148	1508280	na	na	133	na	na	na
1413	int_SM_b20706-SM_b20707	0	0	0	0	0	0	1509058	1509108	na	na	51	na	na	na
1414	int_SM_b20707-SM_b20708	0	0	0	0	0	0	1510372	1510372	na	na	1	na	na	na
1415	int_SM_b20708-SM_b20709	0	0	0	0	0	0	1510925	1511134	na	na	210	na	na	na
1416	int_SM_b20709-SM_b20710	0	0	0	0	0	0	1511693	1512187	na	na	495	na	na	na
1417	int_SM_b20710-SM_b20711	0	0	0	0	0	0	1513076	1513277	na	na	202	na	na	na
1418	int_SM_b20711-SM_b20712	0	0	0	0	0	0	1514091	1514329	na	na	239	na	na	na
1419	int_SM_b20712-SM_b20713	0	0	0	0	0	0	1515260	1515445	na	na	186	na	na	na
1420	int_SM_b20713-SM_b20714	0	0	0	0	0	0	1516988	1517083	na	na	96	na	na	na
1421	int_SM_b20714-SM_b20715	0	0	0	0	0	0	1518110	1518495	na	na	386	na	na	na
1422	int_SM_b20715-SM_b20716	0	0	0	0	0	0	1519402	1519555	na	na	154	na	na	na
1423	int_SM_b20716-SM_b20717	0	0	0	0	0	0	1520453	1520540	na	na	88	na	na	na
1424	int_SM_b20717-SM_b20718	0	0	0	0	0	0	1521567	1521832	na	na	266	na	na	na
1425	int_SM_b20718-SM_b20719	0	0	0	0	0	0	1523360	1523436	na	na	77	na	na	na
1426	int_SM_b20719-SM_b20720	0	0	0	0	0	0	1524448	1524512	na	na	65	na	na	na
1427	int_SM_b20720-SM_b20721	0	0	0	0	0	0	1525464	1525773	na	na	310	na	na	na
1429	int_SM_b20722-SM_b20723	0	0	0	0	0	0	1527846	1527922	na	na	77	na	na	na
1430	int_SM_b20723-SM_b20724	0	0	0	0	0	0	1528991	1529224	na	na	234	na	na	na
1432	int_SM_b20725-SM_b20726	0	0	0	0	0	0	1530658	1530776	na	na	119	na	na	na
1433	int_SM_b20726-SM_b20727	0	0	0	0	0	0	1532295	1532368	na	na	74	na	na	na
1434	int_SM_b20727-SM_b20728	0	0	0	0	0	0	1532603	1532684	na	na	82	na	na	na
1435	int_SM_b20728-SM_b20729	0	0	0	0	0	0	1532895	1533002	na	na	108	na	na	na
1436	int_SM_b20729-SM_b20745	0	0	0	0	0	0	1533417	1533875	na	na	459	na	na	na
1437	int_SM_b20745-SM_b20746	0	0	0	0	0	0	1534911	1535473	na	na	563	na	na	na
1438	int_SM_b20746-SM_b20747	0	0	0	0	0	0	1535660	1535678	na	na	19	na	na	na
1439	int_SM_b20747-SM_b20748	0	0	0	0	0	0	1536354	1536504	na	na	151	na	na	na
1440	int_SM_b20748-SM_b20749	0	0	0	0	0	0	1537570	1538075	na	na	506	na	na	na
1441	int_SM_b20749-SM_b20750	0	0	0	0	0	0	1539540	1539558	na	na	19	na	na	na
1442	int_SM_b20750-SM_b20751	0	0	0	0	0	0	1540309	1540338	na	na	30	na	na	na
1443	int_SM_b20751-SM_b20752	0	0	0	0	0	0	1541236	1541281	na	na	46	na	na	na
1444	int_SM_b20752-SM_b20753	0	0	0	0	0	0	1542353	1542364	na	na	12	na	na	na
1445	int_SM_b20753-SM_b20754	0	0	0	0	0	0	1543508	1543623	na	na	116	na	na	na
1446	int_SM_b20754-SM_b20755	0	0	0	0	0	0	1545100	1545195	na	na	96	na	na	na
1447	int_SM_b20755-SM_b20756	0	0	0	0	0	0	1546729	1546740	na	na	12	na	na	na
1448	int_SM_b20756-SM_b20757	0	0	0	0	0	0	1548754	1548978	na	na	225	na	na	na
1449	int_SM_b20757-SM_b20758	0	0	0	0	0	0	1551118	1551128	na	na	11	na	na	na
1450	int_SM_b20758-SM_b20759	0	0	0	0	0	0	1551864	1551985	na	na	122	na	na	na
1452	int_SM_b20760-SM_b20761	0	0	0	0	0	0	1553059	1553062	na	na	4	na	na	na
1455	int_SM_b20763-SM_b20764	0	0	0	0	0	0	1555833	1555865	na	na	33	na	na	na
